MeasurementID,DateID,TimeID,Datetime,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5,Category
798,798,798,12/04/2004 23:00,798,0.8,56,2.4,54,65,10.4,58.4,0.7352,12,4,2004,23,914,610,1322,1230,455,Mid
799,799,799,13/04/2004 0:00,799,0.7,48,2.0,46,58,10.7,58.2,0.7459,13,4,2004,0,893,587,1368,1219,433,Mid
800,800,800,13/04/2004 1:00,800,0.5,27,1.3,25,36,10.5,59.9,0.7624,13,4,2004,1,844,532,1499,1176,376,Mid
801,801,801,13/04/2004 2:00,801,0.3,29,1.2,18,29,10.5,60.8,0.7704,13,4,2004,2,837,518,1581,1182,360,Mid
803,803,803,13/04/2004 4:00,803,0.3,47,0.9,21,28,11.1,60.1,0.7925,13,4,2004,4,825,489,1565,1171,363,Mid
804,804,804,13/04/2004 5:00,804,0.7,66,3.1,76,68,10.1,68.4,0.8443,13,4,2004,5,956,656,1251,1356,525,Mid
805,805,805,13/04/2004 6:00,805,1.6,163,6.9,149,99,10.0,68.7,0.8456,13,4,2004,6,1124,853,960,1531,873,Mid
806,806,806,13/04/2004 7:00,806,3.9,524,19.1,328,130,11.0,64.2,0.8398,13,4,2004,7,1496,1272,667,2011,1399,Mid
807,807,807,13/04/2004 8:00,807,4.5,657,22.1,282,128,12.0,58.1,0.8138,13,4,2004,8,1452,1354,620,2057,1501,Mid
808,808,808,13/04/2004 9:00,808,2.7,324,11.8,206,120,12.8,52.0,0.7643,13,4,2004,9,1172,1042,797,1641,1186,Mid
809,809,809,13/04/2004 10:00,809,1.6,144,7.3,133,93,12.6,50.8,0.7387,13,4,2004,10,1020,871,956,1426,911,Mid
810,810,810,13/04/2004 11:00,810,1.6,135,8.0,137,96,13.8,47.4,0.7435,13,4,2004,11,1044,900,934,1471,919,Mid
811,811,811,13/04/2004 12:00,811,1.6,140,7.2,116,84,15.1,42.7,0.7294,13,4,2004,12,1020,866,972,1429,791,Mid
812,812,812,13/04/2004 13:00,812,1.5,141,7.7,112,87,16.3,38.1,0.7006,13,4,2004,13,1009,885,994,1439,751,Mid
813,813,813,13/04/2004 14:00,813,1.8,181,9.7,128,87,16.6,36.7,0.6867,13,4,2004,14,1073,966,935,1537,805,Mid
814,814,814,13/04/2004 15:00,814,2.1,227,9.8,145,103,15.8,40.5,0.7241,13,4,2004,15,1098,971,877,1527,966,Mid
815,815,815,13/04/2004 16:00,815,1.7,149,7.7,110,88,16.3,41.8,0.7712,13,4,2004,16,1061,887,920,1462,869,Mid
816,816,816,13/04/2004 17:00,816,3.0,425,15.3,184,118,16.1,42.8,0.7783,13,4,2004,17,1289,1158,755,1791,1196,Mid
817,817,817,13/04/2004 18:00,817,4.6,669,21.5,243,134,15.3,46.8,0.8074,13,4,2004,18,1442,1337,630,2004,1523,Mid
818,818,818,13/04/2004 19:00,818,5.0,680,21.7,259,144,14.7,47.0,0.7815,13,4,2004,19,1479,1343,631,1995,1579,Mid
819,819,819,13/04/2004 20:00,819,3.5,446,14.6,205,129,14.1,49.6,0.7931,13,4,2004,20,1266,1138,726,1747,1370,Mid
820,820,820,13/04/2004 21:00,820,2.1,205,9.3,144,108,13.5,54.1,0.8351,13,4,2004,21,1149,952,845,1577,1204,Mid
821,821,821,13/04/2004 22:00,821,2.1,194,9.4,152,104,12.3,59.2,0.8461,13,4,2004,22,1168,954,843,1586,1201,Mid
822,822,822,13/04/2004 23:00,822,1.5,115,6.8,108,90,11.6,62.2,0.851,13,4,2004,23,1079,847,925,1463,1122,Mid
823,823,823,14/04/2004 0:00,823,1.1,74,4.9,64,74,11.5,61.4,0.8303,14,4,2004,0,1047,760,1032,1379,1003,Mid
824,824,824,14/04/2004 1:00,824,0.9,85,3.9,73,73,10.9,64.6,0.8395,14,4,2004,1,936,705,1086,1364,918,Mid
825,825,825,14/04/2004 2:00,825,0.7,66,2.7,47,60,11.1,63.2,0.8331,14,4,2004,2,900,635,1207,1307,836,Mid
828,828,828,14/04/2004 5:00,828,0.9,47,3.3,79,62,10.2,65.8,0.8196,14,4,2004,5,905,670,1191,1346,820,Mid
829,829,829,14/04/2004 6:00,829,1.6,116,7.4,113,71,10.3,65.6,0.8225,14,4,2004,6,1079,875,947,1535,998,Mid
830,830,830,14/04/2004 7:00,830,3.9,478,18.2,263,94,10.8,64.0,0.8307,14,4,2004,7,1417,1246,669,1921,1403,Mid
831,831,831,14/04/2004 8:00,831,5.0,836,27.7,275,99,13.3,55.6,0.8453,14,4,2004,8,1529,1497,569,2278,1641,Mid
832,832,832,14/04/2004 9:00,832,4.3,655,18.3,263,119,15.8,46.8,0.8328,14,4,2004,9,1397,1248,659,1906,1534,Mid
833,833,833,14/04/2004 10:00,833,2.7,312,12.3,183,103,19.5,34.4,0.7738,14,4,2004,10,1214,1061,780,1662,1257,Mid
834,834,834,14/04/2004 11:00,834,2.1,195,8.9,147,95,21.1,30.2,0.745,14,4,2004,11,1109,935,882,1518,1026,High
835,835,835,14/04/2004 12:00,835,2.1,238,10.4,132,95,18.4,34.2,0.7185,14,4,2004,12,1122,993,859,1571,993,Mid
856,856,856,15/04/2004 9:00,856,3.9,536,19.1,309,114,13.5,53.4,0.8196,15,4,2004,9,1489,1270,633,1889,1638,Mid
857,857,857,15/04/2004 10:00,857,3.8,481,17.3,327,127,15.0,49.3,0.8364,15,4,2004,10,1451,1219,661,1804,1633,Mid
858,858,858,15/04/2004 11:00,858,3.8,460,17.5,299,135,17.1,42.1,0.812,15,4,2004,11,1454,1225,661,1809,1654,Mid
859,859,859,15/04/2004 12:00,859,3.9,597,17.0,257,135,18.4,36.9,0.7758,15,4,2004,12,1392,1210,689,1792,1559,Mid
860,860,860,15/04/2004 13:00,860,3.5,465,17.0,195,120,19.3,35.4,0.7824,15,4,2004,13,1351,1210,709,1783,1374,Mid
861,861,861,15/04/2004 14:00,861,4.0,542,19.5,231,129,19.2,35.7,0.7826,15,4,2004,14,1418,1282,681,1890,1418,Mid
862,862,862,15/04/2004 15:00,862,3.0,437,14.8,170,114,21.5,30.4,0.7677,15,4,2004,15,1303,1143,748,1734,1228,High
863,863,863,15/04/2004 16:00,863,3.1,383,14.0,192,129,19.6,34.6,0.7807,15,4,2004,16,1292,1116,746,1676,1293,Mid
864,864,864,15/04/2004 17:00,864,5.2,778,24.4,251,149,19.6,35.5,0.8017,15,4,2004,17,1560,1413,594,2046,1642,Mid
865,865,865,15/04/2004 18:00,865,5.9,926,28.1,289,149,18.3,44.1,0.9183,15,4,2004,18,1765,1507,533,2271,1895,Mid
866,866,866,15/04/2004 19:00,866,7.3,1189,33.7,351,158,17.4,47.8,0.9392,15,4,2004,19,1875,1637,482,2446,2086,Mid
867,867,867,15/04/2004 20:00,867,6.1,824,24.2,319,148,16.8,49.8,0.9446,15,4,2004,20,1746,1409,553,2119,1898,Mid
868,868,868,15/04/2004 21:00,868,4.6,660,19.8,264,134,16.2,53.2,0.9723,15,4,2004,21,1607,1290,587,1960,1758,Mid
869,869,869,15/04/2004 22:00,869,2.5,203,9.3,144,111,14.9,59.1,0.9928,15,4,2004,22,1277,952,802,1607,1284,Mid
870,870,870,15/04/2004 23:00,870,2.2,136,7.3,119,106,13.9,64.0,1.013,15,4,2004,23,1207,868,877,1532,1075,Mid
871,871,871,16/04/2004 0:00,871,2.0,114,7.1,120,108,13.7,66.8,1.041,16,4,2004,0,1209,863,882,1547,1084,Mid
872,872,872,16/04/2004 1:00,872,1.9,110,6.7,96,93,13.4,69.6,1.0688,16,4,2004,1,1189,844,887,1566,1049,Mid
873,873,873,16/04/2004 2:00,873,1.6,127,6.0,77,83,12.8,71.9,1.0632,16,4,2004,2,1132,810,899,1532,1021,Mid
875,875,875,16/04/2004 4:00,875,1.0,70,3.6,63,69,11.9,74.8,1.038,16,4,2004,4,1033,686,1030,1420,948,Mid
876,876,876,16/04/2004 5:00,876,1.2,93,5.4,97,77,11.6,76.4,1.0415,16,4,2004,5,1075,782,941,1505,988,Mid
877,877,877,16/04/2004 6:00,877,2.0,179,10.0,180,87,11.7,75.3,1.0325,16,4,2004,6,1242,978,778,1686,1184,Mid
878,878,878,16/04/2004 7:00,878,4.5,523,23.2,352,109,12.8,71.0,1.0428,16,4,2004,7,1657,1384,579,2176,1600,Mid
879,879,879,16/04/2004 8:00,879,4.1,546,18.7,279,116,13.8,61.1,0.9595,16,4,2004,8,1406,1258,636,1890,1495,Mid
880,880,880,16/04/2004 9:00,880,2.6,251,9.9,186,105,15.3,51.4,0.8886,16,4,2004,9,1150,973,827,1590,1188,Mid
881,881,881,16/04/2004 10:00,881,2.3,222,10.2,169,106,16.6,48.7,0.9146,16,4,2004,10,1184,983,823,1604,1166,Mid
882,882,882,16/04/2004 11:00,882,2.6,212,11.0,172,108,17.6,46.7,0.9324,16,4,2004,11,1223,1014,781,1666,1219,Mid
883,883,883,16/04/2004 12:00,883,2.4,263,10.5,127,100,19.2,42.7,0.9425,16,4,2004,12,1196,997,802,1644,1128,Mid
884,884,884,16/04/2004 13:00,884,4.3,535,18.9,230,149,15.7,62.5,1.1092,16,4,2004,13,1559,1267,653,2047,1373,Mid
885,885,885,16/04/2004 14:00,885,4.6,609,18.9,280,148,14.5,75.7,1.2425,16,4,2004,14,1544,1266,613,2066,1415,Mid
886,886,886,16/04/2004 15:00,886,4.0,449,17.5,242,126,14.4,77.4,1.2654,16,4,2004,15,1485,1223,650,1980,1302,Mid
887,887,887,16/04/2004 16:00,887,4.7,536,17.7,250,140,14.6,74.9,1.2391,16,4,2004,16,1498,1230,649,1963,1308,Mid
888,888,888,16/04/2004 17:00,888,5.7,743,23.0,309,142,14.6,76.0,1.2573,16,4,2004,17,1593,1378,582,2159,1449,Mid
889,889,889,16/04/2004 18:00,889,5.2,575,20.4,270,141,14.0,76.3,1.2166,16,4,2004,18,1529,1309,627,2083,1385,Mid
890,890,890,16/04/2004 19:00,890,6.4,783,26.8,323,149,13.9,78.0,1.2303,16,4,2004,19,1689,1474,560,2298,1492,Mid
891,891,891,16/04/2004 20:00,891,6.0,706,19.9,307,140,13.8,78.0,1.2229,16,4,2004,20,1535,1295,627,2039,1380,Mid
892,892,892,16/04/2004 21:00,892,3.4,299,12.5,224,117,13.5,79.4,1.2224,16,4,2004,21,1304,1067,737,1811,1167,Mid
893,893,893,16/04/2004 22:00,893,2.7,159,9.6,166,103,13.1,80.1,1.2016,16,4,2004,22,1235,963,803,1680,1095,Mid
894,894,894,16/04/2004 23:00,894,3.1,171,10.0,171,99,12.8,81.0,1.1915,16,4,2004,23,1281,977,794,1695,1105,Mid
895,895,895,17/04/2004 0:00,895,2.6,162,8.1,169,100,12.7,80.6,1.1819,17,4,2004,0,1167,904,846,1627,1051,Mid
896,896,896,17/04/2004 1:00,896,2.2,111,7.1,120,88,12.5,81.8,1.1838,17,4,2004,1,1134,863,869,1599,1009,Mid
897,897,897,17/04/2004 2:00,897,1.9,134,6.4,103,83,12.7,81.2,1.1849,17,4,2004,2,1100,829,887,1565,972,Mid
1044,1044,1044,23/04/2004 5:00,1044,0.6,46,2.9,59,59,14.2,52.2,0.8413,23,4,2004,5,852,646,1186,1321,793,Mid
1045,1045,1045,23/04/2004 6:00,1045,0.8,56,4.9,72,67,14.3,55.4,0.9003,23,4,2004,6,923,757,1041,1418,906,Mid
1046,1046,1046,23/04/2004 7:00,1046,4.0,452,22.6,244,95,14.0,58.0,0.9202,23,4,2004,7,1490,1368,627,2119,1541,Mid
1047,1047,1047,23/04/2004 8:00,1047,5.6,880,31.1,351,123,15.4,53.3,0.9289,23,4,2004,8,1662,1576,523,2417,1861,Mid
1048,1048,1048,23/04/2004 9:00,1048,5.0,759,22.1,358,142,19.1,42.1,0.9233,23,4,2004,9,1553,1354,621,2030,1895,Mid
1049,1049,1049,23/04/2004 10:00,1049,3.2,394,18.3,245,142,23.7,31.0,0.8968,23,4,2004,10,1423,1247,706,1887,1684,High
1050,1050,1050,23/04/2004 11:00,1050,3.8,639,22.0,240,169,26.9,25.7,0.8942,23,4,2004,11,1458,1350,677,1947,1731,High
1051,1051,1051,23/04/2004 12:00,1051,3.3,541,20.1,179,142,29.7,20.6,0.8478,23,4,2004,12,1349,1299,728,1838,1402,High
1052,1052,1052,23/04/2004 13:00,1052,3.0,468,18.9,160,136,29.2,21.5,0.8573,23,4,2004,13,1326,1265,757,1835,1246,High
1053,1053,1053,23/04/2004 14:00,1053,3.2,483,20.6,174,147,29.6,20.1,0.8181,23,4,2004,14,1356,1312,729,1865,1342,High
1054,1054,1054,23/04/2004 15:00,1054,4.4,682,25.3,260,196,30.0,19.4,0.81,23,4,2004,15,1460,1438,680,1953,1489,High
1055,1055,1055,23/04/2004 16:00,1055,4.6,698,25.8,281,186,29.5,20.1,0.8136,23,4,2004,16,1497,1449,679,1985,1532,High
1056,1056,1056,23/04/2004 17:00,1056,5.2,832,30.6,284,177,27.0,26.8,0.9403,23,4,2004,17,1645,1566,599,2228,1909,High
1057,1057,1057,23/04/2004 18:00,1057,4.8,872,27.1,250,164,24.9,30.8,0.954,23,4,2004,18,1557,1483,615,2087,1757,High
1058,1058,1058,23/04/2004 19:00,1058,5.6,899,32.5,281,161,23.1,36.7,1.0244,23,4,2004,19,1747,1608,557,2335,1983,High
1059,1059,1059,23/04/2004 20:00,1059,4.6,692,20.8,230,146,21.5,40.8,1.0333,23,4,2004,20,1482,1319,660,1975,1703,High
1060,1060,1060,23/04/2004 21:00,1060,1.8,145,10.9,98,98,20.5,41.5,0.9864,23,4,2004,21,1211,1010,816,1619,1246,High
1061,1061,1061,23/04/2004 22:00,1061,2.2,208,13.0,121,108,19.2,44.9,0.9875,23,4,2004,22,1294,1083,770,1687,1321,Mid
1062,1062,1062,23/04/2004 23:00,1062,2.0,204,11.8,110,107,18.8,47.7,1.0221,23,4,2004,23,1300,1043,777,1659,1375,Mid
1063,1063,1063,24/04/2004 0:00,1063,2.8,240,13.4,161,113,18.2,49.7,1.0284,24,4,2004,0,1402,1098,736,1729,1456,Mid
1064,1064,1064,24/04/2004 1:00,1064,2.6,251,13.4,148,100,16.1,57.4,1.0451,24,4,2004,1,1349,1097,707,1763,1442,Mid
1065,1065,1065,24/04/2004 2:00,1065,1.8,173,9.0,109,87,16.3,55.3,1.0178,24,4,2004,2,1161,938,827,1597,1243,Mid
1068,1068,1068,24/04/2004 5:00,1068,0.7,65,3.7,71,65,14.8,57.7,0.9644,24,4,2004,5,933,697,1045,1403,937,Mid
1069,1069,1069,24/04/2004 6:00,1069,0.9,119,5.7,75,64,14.0,59.7,0.9499,24,4,2004,6,1021,800,931,1483,1019,Mid
1070,1070,1070,24/04/2004 7:00,1070,1.5,151,10.0,106,73,14.6,56.8,0.9385,24,4,2004,7,1134,979,794,1639,1140,Mid
1071,1071,1071,24/04/2004 8:00,1071,2.5,305,15.0,166,86,16.7,51.9,0.9788,24,4,2004,8,1311,1147,681,1838,1351,Mid
1072,1072,1072,24/04/2004 9:00,1072,3.0,415,15.6,188,105,20.0,45.0,1.039,24,4,2004,9,1409,1169,685,1874,1459,High
1073,1073,1073,24/04/2004 10:00,1073,2.6,321,12.3,161,107,23.9,33.7,0.9837,24,4,2004,10,1301,1059,787,1727,1297,High
1074,1074,1074,24/04/2004 11:00,1074,2.6,358,14.4,139,114,26.8,29.5,1.0209,24,4,2004,11,1354,1130,765,1808,1291,High
1075,1075,1075,24/04/2004 12:00,1075,2.6,350,14.6,134,105,27.2,32.4,1.1493,24,4,2004,12,1391,1136,738,1840,1296,High
1076,1076,1076,24/04/2004 13:00,1076,1.9,238,8.7,84,74,26.9,32.1,1.1217,24,4,2004,13,1200,929,879,1623,972,High
1077,1077,1077,24/04/2004 14:00,1077,2.0,215,11.0,98,95,24.3,41.8,1.2561,24,4,2004,14,1338,1016,798,1766,1194,High
1078,1078,1078,24/04/2004 15:00,1078,1.7,192,9.0,91,89,25.6,36.0,1.1629,24,4,2004,15,1223,938,884,1610,880,High
1079,1079,1079,24/04/2004 16:00,1079,1.9,205,10.7,99,95,27.0,31.8,1.1176,24,4,2004,16,1278,1003,845,1691,909,High
1080,1080,1080,24/04/2004 17:00,1080,1.8,165,9.9,90,93,27.5,31.6,1.1417,24,4,2004,17,1257,973,860,1634,839,High
1081,1081,1081,24/04/2004 18:00,1081,2.8,283,15.7,147,123,24.9,38.1,1.1838,24,4,2004,18,1497,1171,725,1899,1248,High
1082,1082,1082,24/04/2004 19:00,1082,3.5,467,19.4,177,134,23.4,39.7,1.1276,24,4,2004,19,1567,1280,661,1970,1476,High
1083,1083,1083,24/04/2004 20:00,1083,3.4,485,16.8,162,126,21.2,50.8,1.2631,24,4,2004,20,1503,1203,651,1863,1502,High
1084,1084,1084,24/04/2004 21:00,1084,2.0,202,6.8,88,79,15.6,73.5,1.2953,24,4,2004,21,1169,850,906,1584,873,Mid
1085,1085,1085,24/04/2004 22:00,1085,1.1,64,3.0,53,54,12.9,79.7,1.1774,24,4,2004,22,1007,650,1157,1404,528,Mid
1086,1086,1086,24/04/2004 23:00,1086,1.3,71,3.2,68,69,11.5,76.9,1.0436,24,4,2004,23,1004,667,1157,1365,492,Mid
1087,1087,1087,25/04/2004 0:00,1087,1.2,84,3.1,61,67,12.2,66.8,0.9455,25,4,2004,0,967,661,1181,1321,463,Mid
1088,1088,1088,25/04/2004 1:00,1088,1.3,70,3.9,71,73,12.4,64.1,0.9209,25,4,2004,1,984,707,1131,1359,494,Mid
1089,1089,1089,25/04/2004 2:00,1089,1.0,61,3.6,63,73,12.7,58.7,0.8605,25,4,2004,2,931,689,1161,1317,503,Mid
1092,1092,1092,25/04/2004 5:00,1092,0.3,20,0.7,14,20,12.5,50.9,0.7346,25,4,2004,5,763,471,1783,1098,305,Mid
1093,1093,1093,25/04/2004 6:00,1093,0.5,31,1.1,34,37,12.8,49.3,0.7285,25,4,2004,6,804,505,1718,1148,329,Mid
1094,1094,1094,25/04/2004 7:00,1094,0.6,41,1.4,42,50,13.5,48.6,0.7487,25,4,2004,7,830,535,1496,1184,375,Mid
1095,1095,1095,25/04/2004 8:00,1095,0.6,40,1.6,40,45,14.4,45.9,0.7476,25,4,2004,8,833,553,1476,1180,373,Mid
1096,1096,1096,25/04/2004 9:00,1096,0.8,35,2.3,48,48,15.1,43.9,0.7487,25,4,2004,9,875,603,1370,1206,385,Mid
1097,1097,1097,25/04/2004 10:00,1097,1.0,44,2.5,61,56,16.6,38.6,0.7236,25,4,2004,10,882,621,1346,1216,403,Mid
1098,1098,1098,25/04/2004 11:00,1098,0.9,71,2.7,58,58,17.2,35.0,0.6789,25,4,2004,11,862,635,1320,1193,393,Mid
1099,1099,1099,25/04/2004 12:00,1099,1.0,66,2.7,57,52,17.4,33.9,0.6683,25,4,2004,12,863,636,1290,1185,388,Mid
1100,1100,1100,25/04/2004 13:00,1100,0.8,46,2.2,54,52,17.9,30.7,0.6234,25,4,2004,13,830,596,1389,1145,371,Mid
1101,1101,1101,25/04/2004 14:00,1101,0.7,50,2.0,41,44,18.3,27.2,0.5675,25,4,2004,14,807,584,1488,1104,347,Mid
1102,1102,1102,25/04/2004 15:00,1102,0.9,51,3.4,57,59,19.4,25.7,0.5738,25,4,2004,15,873,675,1343,1181,396,Mid
1103,1103,1103,25/04/2004 16:00,1103,1.3,64,4.5,83,74,20.2,24.1,0.563,25,4,2004,16,931,739,1274,1219,474,High
1104,1104,1104,25/04/2004 17:00,1104,1.4,138,4.7,81,76,19.6,24.9,0.5625,25,4,2004,17,918,748,1228,1219,505,Mid
1105,1105,1105,25/04/2004 18:00,1105,1.5,137,6.0,98,83,18.5,27.8,0.5843,25,4,2004,18,1001,811,1122,1344,625,Mid
1106,1106,1106,25/04/2004 19:00,1106,2.7,303,11.7,124,100,17.8,30.3,0.6129,25,4,2004,19,1169,1039,883,1550,941,Mid
1107,1107,1107,25/04/2004 20:00,1107,2.5,204,8.2,133,101,16.6,34.0,0.6353,25,4,2004,20,1085,907,976,1419,893,Mid
1108,1108,1108,25/04/2004 21:00,1108,1.4,95,5.1,100,90,15.5,37.0,0.6447,25,4,2004,21,940,769,1103,1310,731,Mid
1109,1109,1109,25/04/2004 22:00,1109,2.8,347,13.0,116,93,14.8,39.5,0.6595,25,4,2004,22,1126,1083,875,1654,955,Mid
1110,1110,1110,25/04/2004 23:00,1110,2.1,252,7.0,102,79,14.5,42.0,0.6896,25,4,2004,23,978,858,1013,1379,761,Mid
1111,1111,1111,26/04/2004 0:00,1111,1.1,66,3.9,55,57,14.1,44.9,0.7206,26,4,2004,0,893,703,1192,1283,515,Mid
1112,1112,1112,26/04/2004 1:00,1112,0.7,45,2.2,33,43,14.2,45.5,0.7333,26,4,2004,1,838,601,1361,1220,434,Mid
1113,1113,1113,26/04/2004 2:00,1113,0.4,36,1.3,17,25,14.1,45.3,0.7247,26,4,2004,2,803,527,1513,1152,369,Mid
1116,1116,1116,26/04/2004 5:00,1116,0.4,21,1.2,35,44,13.9,43.9,0.6923,26,4,2004,5,809,521,1575,1158,378,Mid
1117,1117,1117,26/04/2004 6:00,1117,0.8,60,3.4,70,72,14.0,43.8,0.6959,26,4,2004,6,898,676,1271,1307,517,Mid
1118,1118,1118,26/04/2004 7:00,1118,1.9,155,7.5,116,91,14.4,43.6,0.7113,26,4,2004,7,1053,880,982,1464,786,Mid
1119,1119,1119,26/04/2004 8:00,1119,2.1,235,8.9,134,89,15.0,41.7,0.7093,26,4,2004,8,1033,934,917,1490,844,Mid
1120,1120,1120,26/04/2004 9:00,1120,1.4,89,5.3,113,84,16.3,38.4,0.7052,26,4,2004,9,941,780,1080,1343,720,Mid
1121,1121,1121,26/04/2004 10:00,1121,1.4,76,5.4,110,83,18.3,32.3,0.676,26,4,2004,10,941,782,1102,1328,668,Mid
1122,1122,1122,26/04/2004 11:00,1122,1.3,101,5.2,98,78,18.8,31.7,0.6821,26,4,2004,11,917,772,1098,1311,605,Mid
1123,1123,1123,26/04/2004 12:00,1123,1.5,109,6.6,96,80,19.6,30.9,0.6968,26,4,2004,12,977,837,1038,1413,646,Mid
1124,1124,1124,26/04/2004 13:00,1124,1.6,143,6.9,95,75,20.2,30.7,0.7176,26,4,2004,13,994,851,1018,1436,640,High
1125,1125,1125,26/04/2004 14:00,1125,1.3,104,5.4,86,77,19.7,32.5,0.7396,26,4,2004,14,942,785,1065,1365,571,Mid
1126,1126,1126,26/04/2004 15:00,1126,1.4,107,6.0,86,77,20.7,31.6,0.7602,26,4,2004,15,981,810,1060,1395,605,High
1127,1127,1127,26/04/2004 16:00,1127,1.5,133,6.4,91,81,20.0,32.7,0.7545,26,4,2004,16,984,832,1034,1410,636,High
1128,1128,1128,26/04/2004 17:00,1128,2.2,171,10.7,119,101,18.6,35.4,0.7535,26,4,2004,17,1116,1003,864,1625,886,Mid
1129,1129,1129,26/04/2004 18:00,1129,3.2,405,13.9,147,119,18.3,35.9,0.7501,26,4,2004,18,1181,1114,787,1685,1032,Mid
1130,1130,1130,26/04/2004 19:00,1130,3.0,334,12.5,135,111,17.8,37.5,0.7568,26,4,2004,19,1163,1068,811,1616,977,Mid
1131,1131,1131,26/04/2004 20:00,1131,2.6,236,9.3,124,109,17.3,38.8,0.7584,26,4,2004,20,1081,950,907,1496,924,Mid
1132,1132,1132,26/04/2004 21:00,1132,1.6,99,6.7,89,101,17.3,38.8,0.7596,26,4,2004,21,1017,842,1000,1441,846,Mid
1133,1133,1133,26/04/2004 22:00,1133,1.5,93,5.3,79,89,16.4,40.8,0.7542,26,4,2004,22,966,778,1057,1359,755,Mid
1134,1134,1134,26/04/2004 23:00,1134,1.2,82,4.0,63,75,16.0,41.4,0.7487,26,4,2004,23,924,709,1158,1318,610,Mid
1135,1135,1135,27/04/2004 0:00,1135,0.8,51,2.2,39,51,15.4,43.0,0.7482,27,4,2004,0,861,601,1351,1225,439,Mid
1136,1136,1136,27/04/2004 1:00,1136,0.7,41,1.7,25,39,15.7,42.5,0.7539,27,4,2004,1,826,560,1424,1197,402,Mid
1137,1137,1137,27/04/2004 2:00,1137,0.5,31,1.6,19,32,15.6,43.4,0.7651,27,4,2004,2,846,557,1385,1212,406,Mid
1140,1140,1140,27/04/2004 5:00,1140,0.7,38,3.3,58,68,15.5,47.3,0.8282,27,4,2004,5,930,670,1143,1339,746,Mid
1141,1141,1141,27/04/2004 6:00,1141,1.4,111,8.9,112,76,14.4,53.1,0.8677,27,4,2004,6,1120,935,843,1593,1126,Mid
1142,1142,1142,27/04/2004 7:00,1142,4.1,584,23.4,314,122,15.9,48.5,0.8704,27,4,2004,7,1518,1389,589,2101,1703,Mid
1143,1143,1143,27/04/2004 8:00,1143,4.6,633,23.8,240,129,18.1,40.3,0.8294,27,4,2004,8,1461,1398,630,2050,1628,Mid
1144,1144,1144,27/04/2004 9:00,1144,1.9,145,7.9,128,94,19.6,35.9,0.81,27,4,2004,9,1075,896,938,1487,936,Mid
1145,1145,1145,27/04/2004 10:00,1145,1.9,155,8.2,141,99,22.8,29.1,0.796,27,4,2004,10,1061,908,968,1455,890,High
1146,1146,1146,27/04/2004 11:00,1146,1.7,128,8.8,118,81,24.8,25.3,0.7793,27,4,2004,11,1066,931,979,1474,757,High
1147,1147,1147,27/04/2004 12:00,1147,2.4,255,14.6,132,87,27.2,22.0,0.7785,27,4,2004,12,1179,1137,829,1651,949,High
1148,1148,1148,27/04/2004 13:00,1148,3.0,411,18.0,150,107,28.2,20.4,0.7677,27,4,2004,13,1251,1238,773,1779,1109,High
1149,1149,1149,27/04/2004 14:00,1149,2.0,173,12.0,121,95,25.4,24.2,0.7733,27,4,2004,14,1120,1048,898,1560,870,High
1150,1150,1150,27/04/2004 15:00,1150,2.7,277,14.8,149,110,25.7,23.8,0.7737,27,4,2004,15,1187,1142,840,1651,1011,High
1151,1151,1151,27/04/2004 16:00,1151,2.2,259,12.5,120,99,27.2,22.1,0.7811,27,4,2004,16,1145,1066,903,1592,885,High
1152,1152,1152,27/04/2004 17:00,1152,2.9,274,15.5,155,113,27.0,22.3,0.786,27,4,2004,17,1215,1164,817,1689,1015,High
1153,1153,1153,27/04/2004 18:00,1153,3.4,377,17.7,172,127,24.5,27.8,0.8433,27,4,2004,18,1317,1231,766,1798,1155,High
1154,1154,1154,27/04/2004 19:00,1154,3.9,457,21.6,177,131,23.7,30.2,0.8718,27,4,2004,19,1388,1341,702,1955,1315,High
1155,1155,1155,27/04/2004 20:00,1155,3.6,555,18.9,181,137,21.5,34.5,0.8746,27,4,2004,20,1295,1266,716,1849,1359,High
1156,1156,1156,27/04/2004 21:00,1156,2.5,279,12.5,135,122,19.9,37.8,0.8675,27,4,2004,21,1153,1066,811,1651,1194,Mid
1157,1157,1157,27/04/2004 22:00,1157,1.8,137,8.8,99,100,18.9,40.6,0.8771,27,4,2004,22,1078,932,905,1511,951,Mid
1158,1158,1158,27/04/2004 23:00,1158,2.0,203,10.9,111,108,17.9,43.5,0.884,27,4,2004,23,1133,1012,806,1608,1054,Mid
1159,1159,1159,28/04/2004 0:00,1159,1.3,101,8.0,72,83,17.4,46.3,0.9112,28,4,2004,0,1055,899,880,1504,980,Mid
1160,1160,1160,28/04/2004 1:00,1160,1.0,86,4.4,54,74,18.1,44.7,0.9186,28,4,2004,1,953,735,999,1396,898,Mid
1161,1161,1161,28/04/2004 2:00,1161,0.6,51,2.8,41,64,16.5,50.1,0.9331,28,4,2004,2,892,639,1139,1359,803,Mid
1164,1164,1164,28/04/2004 5:00,1164,0.5,33,2.5,29,39,16.3,52.8,0.9722,28,4,2004,5,856,619,1191,1345,677,Mid
