MeasurementID,DateID,TimeID,Datetime,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,Minute,Second,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5
8196,8196,8196,15/02/2005 5:00,8196,0.3,-200,0.5,28,28,6.9,39.8,0.3966,15,2,2005,5,0,0,805,437,1491,738,296
8197,8197,8197,15/02/2005 6:00,8197,0.4,-200,1.3,64,56,6.1,40.8,0.3868,15,2,2005,6,0,0,850,529,1183,780,385
8198,8198,8198,15/02/2005 7:00,8198,0.5,-200,2.5,123,94,6,41.5,0.3896,15,2,2005,7,0,0,913,619,1018,834,586
8199,8199,8199,15/02/2005 8:00,8199,1.5,-200,6.7,363,196,6.1,39.9,0.3781,15,2,2005,8,0,0,1047,844,784,979,987
8200,8200,8200,15/02/2005 9:00,8200,2.1,-200,8,416,220,6.5,39.5,0.3865,15,2,2005,9,0,0,1055,899,731,1017,1035
8201,8201,8201,15/02/2005 10:00,8201,1.6,-200,5.3,286,168,9.4,32.7,0.3855,15,2,2005,10,0,0,974,778,832,905,782
8202,8202,8202,15/02/2005 11:00,8202,1,-200,3.3,198,133,11.3,24.9,0.3318,15,2,2005,11,0,0,863,669,993,776,511
8203,8203,8203,15/02/2005 12:00,8203,1.2,-200,4.4,216,134,12.8,19.8,0.2933,15,2,2005,12,0,0,889,734,942,801,566
8204,8204,8204,15/02/2005 13:00,8204,1.3,-200,5.5,211,138,12.3,19.3,0.274,15,2,2005,13,0,0,906,790,893,837,642
8205,8205,8205,15/02/2005 14:00,8205,1.4,-200,4.8,199,135,12,19.3,0.2716,15,2,2005,14,0,0,874,751,918,792,591
8206,8206,8206,15/02/2005 15:00,8206,1,-200,3.5,161,111,11.9,19.2,0.2677,15,2,2005,15,0,0,849,680,1015,741,461
8207,8207,8207,15/02/2005 16:00,8207,1.4,-200,4.9,218,124,12.1,20.7,0.2906,15,2,2005,16,0,0,923,761,909,840,609
8208,8208,8208,15/02/2005 17:00,8208,1.5,-200,6.6,252,158,11.5,22.1,0.2987,15,2,2005,17,0,0,962,841,827,901,821
8209,8209,8209,15/02/2005 18:00,8209,2.4,-200,12.3,337,181,10.4,23.1,0.2905,15,2,2005,18,0,0,1067,1059,671,1085,1163
8210,8210,8210,15/02/2005 19:00,8210,2.8,-200,14.1,357,185,9.5,25.2,0.2996,15,2,2005,19,0,0,1125,1121,630,1132,1405
8211,8211,8211,15/02/2005 20:00,8211,3.1,-200,14.2,410,187,8.9,26.9,0.3069,15,2,2005,20,0,0,1149,1124,623,1141,1405
8212,8212,8212,15/02/2005 21:00,8212,3.1,-200,11.6,445,196,8.2,30.1,0.327,15,2,2005,21,0,0,1155,1034,648,1061,1429
8213,8213,8213,15/02/2005 22:00,8213,2,-200,8.2,314,174,7.4,31.8,0.3287,15,2,2005,22,0,0,1065,908,741,953,1284
8214,8214,8214,15/02/2005 23:00,8214,2.1,-200,9.2,366,182,6.6,37.5,0.3664,15,2,2005,23,0,0,1145,946,699,1015,1409
8215,8215,8215,16/02/2005 0:00,8215,1.9,-200,8.3,336,182,6.3,40.1,0.3842,16,2,2005,0,0,0,1134,912,707,999,1376
8216,8216,8216,16/02/2005 1:00,8216,2.5,-200,10.7,387,193,5.2,44.2,0.3943,16,2,2005,1,0,0,1195,1004,652,1078,1421
8217,8217,8217,16/02/2005 2:00,8217,2,-200,8,320,174,4.4,47.5,0.4017,16,2,2005,2,0,0,1141,898,689,1014,1356
8218,8218,8218,16/02/2005 3:00,8218,1.4,-200,5.9,-200,-200,4,49.1,0.4019,16,2,2005,3,0,0,1077,806,725,949,1296
8219,8219,8219,16/02/2005 4:00,8219,1.1,-200,4.5,237,142,3.3,52.2,0.4074,16,2,2005,4,0,0,1052,740,768,913,1202
8220,8220,8220,16/02/2005 5:00,8220,0.8,-200,3.8,224,137,3.2,52.4,0.4071,16,2,2005,5,0,0,1033,701,782,883,1206
8221,8221,8221,16/02/2005 6:00,8221,0.9,-200,5.1,237,140,3.6,51.7,0.4123,16,2,2005,6,0,0,1080,768,732,924,1305
8222,8222,8222,16/02/2005 7:00,8222,1.6,-200,8.8,454,201,3.5,54.2,0.4297,16,2,2005,7,0,0,1208,931,622,1052,1485
8223,8223,8223,16/02/2005 8:00,8223,3.6,-200,16.1,854,288,5.2,48.3,0.4304,16,2,2005,8,0,0,1363,1183,520,1273,1643
8224,8224,8224,16/02/2005 9:00,8224,3.3,-200,13.4,758,260,7.8,37.6,0.3994,16,2,2005,9,0,0,1239,1096,577,1211,1459
8225,8225,8225,16/02/2005 10:00,8225,2.1,-200,9,428,206,8.9,33.8,0.385,16,2,2005,10,0,0,1044,940,706,1014,1152
8226,8226,8226,16/02/2005 11:00,8226,1.3,-200,5,205,98,9.1,33,0.3827,16,2,2005,11,0,0,956,761,849,887,885
8227,8227,8227,16/02/2005 12:00,8227,1.1,-200,4.3,205,138,9.1,34.5,0.3994,16,2,2005,12,0,0,955,725,890,880,770
8228,8228,8228,16/02/2005 13:00,8228,1.5,-200,6.3,226,139,9.6,31.3,0.3763,16,2,2005,13,0,0,997,825,790,948,852
8229,8229,8229,16/02/2005 14:00,8229,1.5,-200,6,199,137,8.5,36.3,0.4026,16,2,2005,14,0,0,987,810,801,939,830
8230,8230,8230,16/02/2005 15:00,8230,1.6,-200,5.7,253,155,9.3,34.6,0.405,16,2,2005,15,0,0,1007,798,793,942,867
8231,8231,8231,16/02/2005 16:00,8231,1.5,-200,5.6,259,155,8.9,37.9,0.4318,16,2,2005,16,0,0,1025,795,783,967,881
8232,8232,8232,16/02/2005 17:00,8232,1.6,-200,7,252,148,8.2,41.8,0.4563,16,2,2005,17,0,0,1083,856,720,1010,975
8233,8233,8233,16/02/2005 18:00,8233,2.2,-200,9.5,313,153,7.4,44.5,0.4582,16,2,2005,18,0,0,1143,960,641,1110,1136
8234,8234,8234,16/02/2005 19:00,8234,3.4,-200,15.9,433,171,7,43.4,0.4366,16,2,2005,19,0,0,1288,1178,539,1300,1434
8235,8235,8235,16/02/2005 20:00,8235,5.6,-200,24.7,611,227,6.6,43.4,0.4241,16,2,2005,20,0,0,1464,1421,457,1542,1746
8236,8236,8236,16/02/2005 21:00,8236,5.2,-200,16.8,626,251,5.9,44.3,0.4137,16,2,2005,21,0,0,1341,1204,534,1294,1592
8237,8237,8237,16/02/2005 22:00,8237,2.8,-200,10.7,408,216,5,46.6,0.4099,16,2,2005,22,0,0,1177,1004,640,1111,1341
8238,8238,8238,16/02/2005 23:00,8238,2.4,-200,8.3,357,200,5.8,40.3,0.374,16,2,2005,23,0,0,1089,913,712,1016,1208
8239,8239,8239,17/02/2005 0:00,8239,2.7,-200,11,375,192,5.4,43.8,0.3945,17,2,2005,0,0,0,1196,1014,643,1101,1334
8240,8240,8240,17/02/2005 1:00,8240,2.6,-200,7.4,326,187,5.7,42.1,0.3883,17,2,2005,1,0,0,1107,874,721,984,1208
8241,8241,8241,17/02/2005 2:00,8241,2.3,-200,7.9,326,173,5.7,42.1,0.3885,17,2,2005,2,0,0,1102,897,715,1024,1196
8242,8242,8242,17/02/2005 3:00,8242,1,-200,3.6,-200,-200,5.8,42.9,0.399,17,2,2005,3,0,0,993,688,847,874,931
8243,8243,8243,17/02/2005 4:00,8243,0.6,-200,1.7,72,64,5.7,46.6,0.4298,17,2,2005,4,0,0,912,559,1016,837,656
8244,8244,8244,17/02/2005 5:00,8244,0.5,-200,1,49,46,6.9,45,0.4499,17,2,2005,5,0,0,883,496,1140,804,478
8245,8245,8245,17/02/2005 6:00,8245,0.5,-200,1.1,59,51,6.9,42.2,0.4224,17,2,2005,6,0,0,893,507,1111,794,489
8246,8246,8246,17/02/2005 7:00,8246,1,-200,4,220,115,6.4,43.8,0.423,17,2,2005,7,0,0,1033,711,893,935,893
8247,8247,8247,17/02/2005 8:00,8247,2.6,-200,9.7,602,238,6.6,44.6,0.4383,17,2,2005,8,0,0,1222,966,636,1134,1322
8248,8248,8248,17/02/2005 9:00,8248,2.7,-200,10.6,485,202,7.7,42.1,0.444,17,2,2005,9,0,0,1190,1000,624,1152,1280
8249,8249,8249,17/02/2005 10:00,8249,1.8,-200,5.4,295,167,10.1,36.7,0.4536,17,2,2005,10,0,0,1035,783,794,969,943
8250,8250,8250,17/02/2005 11:00,8250,1.2,-200,3.9,217,139,9,41.4,0.4775,17,2,2005,11,0,0,990,705,873,913,772
8251,8251,8251,17/02/2005 12:00,8251,1.3,-200,4.4,236,147,8.7,42.5,0.4787,17,2,2005,12,0,0,1011,732,830,944,826
8252,8252,8252,17/02/2005 13:00,8252,1.4,-200,5,196,130,8.3,47.8,0.5238,17,2,2005,13,0,0,1041,763,790,1003,808
8253,8253,8253,17/02/2005 14:00,8253,1.8,-200,6.8,233,143,8.9,45.5,0.5208,17,2,2005,14,0,0,1086,850,723,1072,901
8254,8254,8254,17/02/2005 15:00,8254,1.3,-200,4.8,207,143,8.9,46.1,0.5256,17,2,2005,15,0,0,1021,755,807,980,763
8255,8255,8255,17/02/2005 16:00,8255,1.4,-200,5,198,136,9,44.9,0.5173,17,2,2005,16,0,0,1014,761,806,972,722
8256,8256,8256,17/02/2005 17:00,8256,1.4,-200,5.2,212,143,9.3,42.3,0.4974,17,2,2005,17,0,0,1023,771,807,982,735
8257,8257,8257,17/02/2005 18:00,8257,2.4,-200,10,280,177,8.4,45.2,0.4977,17,2,2005,18,0,0,1172,977,657,1160,1047
8258,8258,8258,17/02/2005 19:00,8258,2.8,-200,11.1,315,198,7.6,47.8,0.5013,17,2,2005,19,0,0,1172,1017,623,1185,1163
8259,8259,8259,17/02/2005 20:00,8259,3.3,-200,12.9,378,200,7.4,47.2,0.4871,17,2,2005,20,0,0,1219,1081,590,1246,1244
8260,8260,8260,17/02/2005 21:00,8260,2.5,-200,7.8,320,191,7.4,46.9,0.4854,17,2,2005,21,0,0,1106,891,708,1058,1025
8261,8261,8261,17/02/2005 22:00,8261,2.1,-200,6.3,265,169,6.9,48.2,0.4832,17,2,2005,22,0,0,1078,824,759,1016,982
8262,8262,8262,17/02/2005 23:00,8262,1.2,-200,2.8,129,106,7.1,47.9,0.4867,17,2,2005,23,0,0,939,637,960,883,607
8263,8263,8263,18/02/2005 0:00,8263,1.2,-200,3.3,129,105,6.9,48.7,0.4874,18,2,2005,0,0,0,975,670,943,910,616
8264,8264,8264,18/02/2005 1:00,8264,1.3,-200,3.1,172,130,6.8,48.2,0.4792,18,2,2005,1,0,0,958,660,935,905,654
8265,8265,8265,18/02/2005 2:00,8265,1,-200,2.1,100,82,6.3,49.6,0.4787,18,2,2005,2,0,0,921,594,1025,867,479
8266,8266,8266,18/02/2005 3:00,8266,0.8,-200,1.9,-200,-200,5.6,52.9,0.4855,18,2,2005,3,0,0,931,580,983,863,487
8267,8267,8267,18/02/2005 4:00,8267,-200,-200,0.7,49,45,6.4,49.8,0.4814,18,2,2005,4,0,0,874,472,1179,803,382
8268,8268,8268,18/02/2005 5:00,8268,0.4,-200,0.8,36,35,6.9,48.1,0.4796,18,2,2005,5,0,0,872,476,1249,794,350
8269,8269,8269,18/02/2005 6:00,8269,0.5,-200,1.3,79,60,6.4,50.2,0.485,18,2,2005,6,0,0,904,530,1079,846,438
8270,8270,8270,18/02/2005 7:00,8270,0.7,-200,1.8,128,90,6.4,50.7,0.4886,18,2,2005,7,0,0,951,568,1021,888,578
8271,8271,8271,18/02/2005 8:00,8271,2.1,-200,7.9,456,205,6.9,48.8,0.4903,18,2,2005,8,0,0,1183,896,673,1115,1140
8272,8272,8272,18/02/2005 9:00,8272,2.5,-200,9.8,477,199,8.4,44.6,0.4922,18,2,2005,9,0,0,1187,970,625,1174,1203
8273,8273,8273,18/02/2005 10:00,8273,2,-200,7.4,342,153,10.8,37.1,0.4794,18,2,2005,10,0,0,1072,874,715,1033,1000
8274,8274,8274,18/02/2005 11:00,8274,1.4,-200,5.3,254,163,11.2,36.2,0.4818,18,2,2005,11,0,0,1011,780,805,964,806
8275,8275,8275,18/02/2005 12:00,8275,1.3,-200,4.8,231,152,11.8,34.4,0.4758,18,2,2005,12,0,0,997,752,837,952,724
8276,8276,8276,18/02/2005 13:00,8276,1.4,-200,5.6,213,146,11.5,33.1,0.4479,18,2,2005,13,0,0,989,791,804,953,690
8277,8277,8277,18/02/2005 14:00,8277,1.6,-200,6.6,208,146,10.9,32.6,0.426,18,2,2005,14,0,0,1006,837,775,971,757
8278,8278,8278,18/02/2005 15:00,8278,1.7,-200,6.7,270,134,11.3,31.7,0.4249,18,2,2005,15,0,0,1016,845,771,987,818
8279,8279,8279,18/02/2005 16:00,8279,1.8,-200,8.4,276,164,11.6,30.9,0.4223,18,2,2005,16,0,0,1069,918,724,1045,936
8280,8280,8280,18/02/2005 17:00,8280,2.4,-200,10.3,375,141,11.1,32.2,0.4243,18,2,2005,17,0,0,1109,989,664,1096,1133
8281,8281,8281,18/02/2005 18:00,8281,2.8,-200,12.6,395,204,9.7,36,0.4333,18,2,2005,18,0,0,1182,1071,617,1187,1298
8282,8282,8282,18/02/2005 19:00,8282,3.3,-200,16,421,210,8.5,39,0.4336,18,2,2005,19,0,0,1253,1179,573,1268,1387
8283,8283,8283,18/02/2005 20:00,8283,4.8,-200,17.6,632,250,8.3,40.3,0.4411,18,2,2005,20,0,0,1288,1228,549,1333,1502
8284,8284,8284,18/02/2005 21:00,8284,2.8,-200,10.1,424,202,8,41.3,0.4448,18,2,2005,21,0,0,1153,981,666,1097,1273
8285,8285,8285,18/02/2005 22:00,8285,2.4,-200,9.8,369,190,7,44.2,0.4446,18,2,2005,22,0,0,1161,969,677,1111,1271
8286,8286,8286,18/02/2005 23:00,8286,2.9,-200,11.5,484,236,5.4,51.8,0.4698,18,2,2005,23,0,0,1271,1031,618,1138,1464
8287,8287,8287,19/02/2005 0:00,8287,2.7,-200,8.2,456,250,4.1,55,0.4558,19,2,2005,0,0,0,1156,909,684,1023,1384
8288,8288,8288,19/02/2005 1:00,8288,2.1,-200,6.8,373,219,3.1,57.8,0.4462,19,2,2005,1,0,0,1106,850,727,997,1281
8289,8289,8289,19/02/2005 2:00,8289,1.5,-200,4.3,228,156,3.1,56.7,0.4388,19,2,2005,2,0,0,1008,726,834,913,1083
8290,8290,8290,19/02/2005 3:00,8290,1.2,-200,3.9,-200,-200,2.2,59.6,0.4333,19,2,2005,3,0,0,966,703,865,903,989
8291,8291,8291,19/02/2005 4:00,8291,0.9,-200,2.6,117,98,2.3,58.9,0.4317,19,2,2005,4,0,0,931,627,948,860,911
8292,8292,8292,19/02/2005 5:00,8292,0.8,-200,2.4,108,89,1.9,60,0.4276,19,2,2005,5,0,0,922,611,962,867,893
8293,8293,8293,19/02/2005 6:00,8293,0.8,-200,2.3,126,104,1.9,60.3,0.4293,19,2,2005,6,0,0,911,606,950,866,894
8294,8294,8294,19/02/2005 7:00,8294,1.1,-200,4.5,235,148,0.9,64.6,0.4294,19,2,2005,7,0,0,993,736,819,941,1018
8295,8295,8295,19/02/2005 8:00,8295,1.9,-200,8.5,339,194,0.6,65,0.4231,19,2,2005,8,0,0,1100,919,678,1072,1191
8296,8296,8296,19/02/2005 9:00,8296,2.5,-200,9,399,231,2.1,59.9,0.4338,19,2,2005,9,0,0,1141,940,651,1099,1285
8297,8297,8297,19/02/2005 10:00,8297,2.2,-200,5.7,346,200,3.1,57.2,0.4402,19,2,2005,10,0,0,1085,800,750,983,1219
8298,8298,8298,19/02/2005 11:00,8298,2.1,-200,6.9,407,217,4.2,54,0.4483,19,2,2005,11,0,0,1153,853,696,1027,1370
8299,8299,8299,19/02/2005 12:00,8299,2.3,-200,6.4,393,210,7.4,43.8,0.4538,19,2,2005,12,0,0,1122,831,722,982,1317
8300,8300,8300,19/02/2005 13:00,8300,1.2,-200,3.5,166,126,11.2,34.5,0.4586,19,2,2005,13,0,0,992,685,890,902,818
8301,8301,8301,19/02/2005 14:00,8301,1.2,-200,3.7,157,118,13.8,32.4,0.5084,19,2,2005,14,0,0,1018,693,868,937,683
8302,8302,8302,19/02/2005 15:00,8302,1.1,-200,2.9,141,114,12.4,34.9,0.5002,19,2,2005,15,0,0,981,649,924,901,573
8303,8303,8303,19/02/2005 16:00,8303,1.1,-200,3.4,144,117,12.8,31.9,0.4684,19,2,2005,16,0,0,988,679,905,911,595
8304,8304,8304,19/02/2005 17:00,8304,1.4,-200,5.3,191,140,13.5,29.1,0.4486,19,2,2005,17,0,0,1059,777,797,969,774
8305,8305,8305,19/02/2005 18:00,8305,1.7,-200,7.3,255,168,11.6,33.3,0.454,19,2,2005,18,0,0,1110,870,708,1057,1059
8306,8306,8306,19/02/2005 19:00,8306,2.5,-200,10,379,202,10.9,34.9,0.4568,19,2,2005,19,0,0,1204,979,639,1147,1326
8307,8307,8307,19/02/2005 20:00,8307,2.7,-200,12.3,427,211,10.4,37.3,0.4708,19,2,2005,20,0,0,1275,1061,593,1203,1494
8308,8308,8308,19/02/2005 21:00,8308,3.1,-200,11.8,509,231,9.7,39.7,0.4792,19,2,2005,21,0,0,1297,1044,600,1185,1559
8309,8309,8309,19/02/2005 22:00,8309,2.8,-200,10.4,459,214,9.1,41.9,0.4857,19,2,2005,22,0,0,1277,991,609,1141,1575
8310,8310,8310,19/02/2005 23:00,8310,1.9,-200,7.7,293,181,9.3,41.9,0.4927,19,2,2005,23,0,0,1207,888,664,1062,1447
8311,8311,8311,20/02/2005 0:00,8311,1.9,-200,7.5,269,173,9.4,44.7,0.5279,20,2,2005,0,0,0,1222,880,684,1083,1367
8312,8312,8312,20/02/2005 1:00,8312,1.7,-200,6.1,244,169,8.5,45.8,0.5108,20,2,2005,1,0,0,1141,816,745,1026,1230
8313,8313,8313,20/02/2005 2:00,8313,2.2,-200,8.3,293,174,7.8,50,0.53,20,2,2005,2,0,0,1228,913,643,1124,1396
8314,8314,8314,20/02/2005 3:00,8314,1.6,-200,5.1,-200,-200,7.7,49.7,0.5242,20,2,2005,3,0,0,1120,770,756,1012,1191
8315,8315,8315,20/02/2005 4:00,8315,1.5,-200,4.9,177,130,8.2,46.9,0.5099,20,2,2005,4,0,0,1067,758,775,993,1009
8316,8316,8316,20/02/2005 5:00,8316,0.8,-200,1.9,81,72,8.4,48.6,0.5375,20,2,2005,5,0,0,947,580,978,894,572
8317,8317,8317,20/02/2005 6:00,8317,0.5,-200,1,42,40,8,54.7,0.5883,20,2,2005,6,0,0,918,501,1148,881,420
8318,8318,8318,20/02/2005 7:00,8318,0.5,-200,1.1,61,56,7.8,55.7,0.5914,20,2,2005,7,0,0,920,506,1142,905,453
8319,8319,8319,20/02/2005 8:00,8319,0.7,-200,1.5,101,81,8,53.8,0.5796,20,2,2005,8,0,0,941,541,1065,919,520
8320,8320,8320,20/02/2005 9:00,8320,0.7,-200,1.6,98,81,8.8,50.7,0.5752,20,2,2005,9,0,0,949,552,1035,919,531
8321,8321,8321,20/02/2005 10:00,8321,0.9,-200,2.3,114,88,10.1,47.6,0.587,20,2,2005,10,0,0,990,604,944,947,579
8322,8322,8322,20/02/2005 11:00,8322,1,-200,2.5,118,94,10.6,45.8,0.5838,20,2,2005,11,0,0,996,620,928,946,570
8323,8323,8323,20/02/2005 12:00,8323,1.1,-200,2.5,120,97,9.1,56.2,0.6515,20,2,2005,12,0,0,1023,623,916,976,571
8324,8324,8324,20/02/2005 13:00,8324,1.1,-200,2.8,151,112,7.9,66.5,0.7124,20,2,2005,13,0,0,1037,636,891,1024,582
8325,8325,8325,20/02/2005 14:00,8325,1,-200,2.4,131,104,8,65,0.6991,20,2,2005,14,0,0,1017,613,919,1007,551
8326,8326,8326,20/02/2005 15:00,8326,1.1,-200,3.3,145,107,8.4,61,0.6721,20,2,2005,15,0,0,1042,671,861,1038,634
8327,8327,8327,20/02/2005 16:00,8327,1.3,-200,3.2,156,114,8.6,57.3,0.6429,20,2,2005,16,0,0,1037,665,854,1013,633
8328,8328,8328,20/02/2005 17:00,8328,1.2,-200,2.8,151,115,8.4,56.3,0.6227,20,2,2005,17,0,0,1009,640,915,996,613
8329,8329,8329,20/02/2005 18:00,8329,1.3,-200,3.4,173,127,8,57.7,0.6222,20,2,2005,18,0,0,1033,675,853,1006,702
8330,8330,8330,20/02/2005 19:00,8330,1.1,-200,2.9,154,119,7.1,62.6,0.6341,20,2,2005,19,0,0,1016,647,906,997,649
8331,8331,8331,20/02/2005 20:00,8331,1.5,-200,4.6,221,149,7.4,59.3,0.6123,20,2,2005,20,0,0,1076,745,801,1040,841
8332,8332,8332,20/02/2005 21:00,8332,1.4,-200,3.8,193,140,7.7,56.9,0.5994,20,2,2005,21,0,0,1029,699,851,1001,795
8333,8333,8333,20/02/2005 22:00,8333,1.1,-200,3.1,130,105,7.7,54.4,0.5753,20,2,2005,22,0,0,984,661,898,965,638
8334,8334,8334,20/02/2005 23:00,8334,1.3,-200,3.7,156,116,7.7,53,0.5572,20,2,2005,23,0,0,1003,694,876,976,663
8335,8335,8335,21/02/2005 0:00,8335,1.4,-200,3.3,148,112,6.7,62.8,0.6188,21,2,2005,0,0,0,1009,671,877,1010,610
8336,8336,8336,21/02/2005 1:00,8336,1.1,-200,2.1,93,80,6.6,61.9,0.6056,21,2,2005,1,0,0,946,588,1005,948,480
8337,8337,8337,21/02/2005 2:00,8337,0.8,-200,1.2,66,59,5.7,70.3,0.6498,21,2,2005,2,0,0,910,518,1130,936,404
8338,8338,8338,21/02/2005 3:00,8338,0.6,-200,0.7,-200,-200,4.5,79.2,0.6751,21,2,2005,3,0,0,886,464,1273,919,357
8339,8339,8339,21/02/2005 4:00,8339,-200,-200,0.5,38,36,4,81.5,0.6712,21,2,2005,4,0,0,879,447,1317,910,348
8340,8340,8340,21/02/2005 5:00,8340,0.5,-200,1,50,49,3.9,81.5,0.6653,21,2,2005,5,0,0,907,502,1129,947,399
8341,8341,8341,21/02/2005 6:00,8341,0.6,-200,2.1,77,63,3.3,84.3,0.6617,21,2,2005,6,0,0,949,589,987,1001,464
8342,8342,8342,21/02/2005 7:00,8342,1.2,-200,5.5,183,123,4.2,80.9,0.6742,21,2,2005,7,0,0,1054,786,766,1129,699
8343,8343,8343,21/02/2005 8:00,8343,2.2,-200,10.9,256,164,5.1,75,0.6646,21,2,2005,8,0,0,1214,1010,609,1282,1006
8344,8344,8344,21/02/2005 9:00,8344,2.9,-200,13.3,355,218,4.6,77.6,0.6651,21,2,2005,9,0,0,1253,1095,566,1375,1206
8345,8345,8345,21/02/2005 10:00,8345,2.9,-200,9.6,491,254,3.8,84.3,0.6811,21,2,2005,10,0,0,1197,964,614,1260,1122
8346,8346,8346,21/02/2005 11:00,8346,2,-200,7,387,210,6.2,77.4,0.7383,21,2,2005,11,0,0,1156,859,684,1196,1069
8347,8347,8347,21/02/2005 12:00,8347,1.7,-200,6.6,384,208,7.7,67.6,0.7133,21,2,2005,12,0,0,1132,837,694,1199,1062
8348,8348,8348,21/02/2005 13:00,8348,2.2,-200,9.3,368,204,8.1,64.8,0.7039,21,2,2005,13,0,0,1207,950,623,1303,1162
8349,8349,8349,21/02/2005 14:00,8349,1.8,-200,7.9,258,172,8.1,64,0.6942,21,2,2005,14,0,0,1127,896,664,1227,1010
8350,8350,8350,21/02/2005 15:00,8350,1.6,-200,6.9,231,157,6.9,71.3,0.7118,21,2,2005,15,0,0,1112,851,694,1184,931
8351,8351,8351,21/02/2005 16:00,8351,1.9,-200,8.6,290,181,7,73.7,0.7425,21,2,2005,16,0,0,1186,925,641,1272,1025
8352,8352,8352,21/02/2005 17:00,8352,2.2,-200,10,335,194,7.3,70,0.7195,21,2,2005,17,0,0,1192,976,618,1290,1110
8353,8353,8353,21/02/2005 18:00,8353,2.2,-200,8.8,293,193,5.8,77.8,0.7223,21,2,2005,18,0,0,1177,931,656,1281,979
8354,8354,8354,21/02/2005 19:00,8354,4.9,-200,20.2,526,252,5.4,80.9,0.7293,21,2,2005,19,0,0,1478,1301,469,1682,1409
8355,8355,8355,21/02/2005 20:00,8355,6.3,-200,19.7,607,283,5.5,79.8,0.7261,21,2,2005,20,0,0,1486,1289,466,1633,1438
8356,8356,8356,21/02/2005 21:00,8356,2.7,-200,7.1,326,208,5.6,74,0.6808,21,2,2005,21,0,0,1118,863,680,1194,1083
8357,8357,8357,21/02/2005 22:00,8357,1.4,-200,4.4,188,143,5.6,71.9,0.6604,21,2,2005,22,0,0,1019,730,811,1082,916
8358,8358,8358,21/02/2005 23:00,8358,1.2,-200,2.9,163,124,6.4,70.7,0.6848,21,2,2005,23,0,0,961,643,914,1046,825
8359,8359,8359,22/02/2005 0:00,8359,0.8,-200,2.1,102,89,6.3,70.1,0.6733,22,2,2005,0,0,0,931,591,1015,1015,704
8360,8360,8360,22/02/2005 1:00,8360,0.8,-200,2.1,95,85,4.4,80.5,0.6825,22,2,2005,1,0,0,938,592,992,1032,668
8361,8361,8361,22/02/2005 2:00,8361,0.7,-200,1.1,71,66,3.9,83.1,0.6787,22,2,2005,2,0,0,888,511,1112,963,512
8362,8362,8362,22/02/2005 3:00,8362,0.4,-200,0.6,-200,-200,2.5,86.6,0.6407,22,2,2005,3,0,0,844,454,1327,908,385
8363,8363,8363,22/02/2005 4:00,8363,0.4,-200,0.5,46,46,3.4,85.4,0.6736,22,2,2005,4,0,0,851,440,1349,918,377
8364,8364,8364,22/02/2005 5:00,8364,0.5,-200,1,62,60,3.3,84.5,0.6608,22,2,2005,5,0,0,905,503,1152,956,467
8365,8365,8365,22/02/2005 6:00,8365,0.9,-200,2.6,170,117,3.4,84.5,0.664,22,2,2005,6,0,0,987,628,929,1035,691
8366,8366,8366,22/02/2005 7:00,8366,1.5,-200,6.7,313,178,3.4,84.5,0.6677,22,2,2005,7,0,0,1124,842,690,1180,981
8367,8367,8367,22/02/2005 8:00,8367,3.8,-200,16.7,687,295,4.1,82.7,0.682,22,2,2005,8,0,0,1408,1200,490,1523,1369
8368,8368,8368,22/02/2005 9:00,8368,5.4,-200,24,757,243,4.6,80.3,0.6889,22,2,2005,9,0,0,1501,1403,418,1789,1589
8369,8369,8369,22/02/2005 10:00,8369,3.5,-200,15,559,255,6.1,74,0.7025,22,2,2005,10,0,0,1266,1149,528,1435,1370
8370,8370,8370,22/02/2005 11:00,8370,1.7,-200,6.9,286,201,9.1,58.4,0.6787,22,2,2005,11,0,0,1082,855,725,1140,1005
8371,8371,8371,22/02/2005 12:00,8371,2,-200,9.1,324,208,11.4,48.9,0.658,22,2,2005,12,0,0,1123,942,653,1225,1105
8372,8372,8372,22/02/2005 13:00,8372,2.1,-200,10,316,212,8.3,64.4,0.7072,22,2,2005,13,0,0,1174,979,611,1282,1142
8373,8373,8373,22/02/2005 14:00,8373,3,-200,12.9,407,238,6.5,71,0.6903,22,2,2005,14,0,0,1209,1082,573,1355,1105
8374,8374,8374,22/02/2005 15:00,8374,2.1,-200,9,305,201,6.6,71.1,0.6973,22,2,2005,15,0,0,1120,940,657,1245,917
8375,8375,8375,22/02/2005 16:00,8375,2.5,-200,10.9,360,218,7.4,69.3,0.7165,22,2,2005,16,0,0,1174,1010,613,1305,1050
8376,8376,8376,22/02/2005 17:00,8376,2.2,-200,7.9,339,222,6.4,70.6,0.6834,22,2,2005,17,0,0,1068,896,702,1177,848
8377,8377,8377,22/02/2005 18:00,8377,2.4,-200,10.2,304,206,5.8,72.5,0.6718,22,2,2005,18,0,0,1146,985,650,1236,952
8378,8378,8378,22/02/2005 19:00,8378,3.6,-200,13.2,397,251,5.6,71.6,0.6556,22,2,2005,19,0,0,1204,1089,601,1335,1059
8379,8379,8379,22/02/2005 20:00,8379,2.6,-200,8.1,270,190,4.2,77.8,0.6491,22,2,2005,20,0,0,1062,903,717,1141,720
