MeasurementID,DateID,TimeID,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,Minute,Second,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5
7159,7159,7159,7159,3.0,-200.0,-200.0,436.0,149.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7160,7160,7160,7160,3.4,-200.0,-200.0,472.0,158.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,1.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7161,7161,7161,7161,3.0,-200.0,-200.0,379.0,143.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,2.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7162,7162,7162,7162,2.7,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,3.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7163,7163,7163,7163,-200.0,-200.0,-200.0,286.0,121.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,4.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7164,7164,7164,7164,1.1,-200.0,-200.0,155.0,92.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,5.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7165,7165,7165,7165,1.4,-200.0,-200.0,264.0,102.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,6.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7166,7166,7166,7166,1.8,-200.0,-200.0,366.0,121.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,7.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7167,7167,7167,7167,3.6,-200.0,-200.0,622.0,164.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,8.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7168,7168,7168,7168,3.1,-200.0,-200.0,551.0,175.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,9.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7169,7169,7169,7169,1.9,-200.0,-200.0,349.0,130.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,10.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7170,7170,7170,7170,1.7,-200.0,-200.0,285.0,117.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,11.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7171,7171,7171,7171,1.7,-200.0,-200.0,265.0,115.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,12.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7172,7172,7172,7172,1.6,-200.0,-200.0,222.0,106.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,13.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7173,7173,7173,7173,1.6,-200.0,-200.0,237.0,102.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,14.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7174,7174,7174,7174,1.7,-200.0,-200.0,294.0,122.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,15.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7175,7175,7175,7175,2.2,-200.0,-200.0,329.0,138.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,16.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7176,7176,7176,7176,3.3,-200.0,-200.0,487.0,162.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,17.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7177,7177,7177,7177,3.9,-200.0,-200.0,604.0,177.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,18.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7178,7178,7178,7178,5.0,-200.0,-200.0,728.0,190.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,19.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7179,7179,7179,7179,4.2,-200.0,-200.0,653.0,182.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,20.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7180,7180,7180,7180,3.2,-200.0,-200.0,509.0,163.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,21.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7181,7181,7181,7181,1.7,-200.0,-200.0,277.0,135.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,22.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7182,7182,7182,7182,1.5,-200.0,-200.0,268.0,130.0,-200.0,-200.0,-200.0,3.0,1.0,2005.0,23.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7183,7183,7183,7183,1.3,-200.0,-200.0,193.0,117.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7184,7184,7184,7184,1.2,-200.0,-200.0,167.0,104.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,1.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7185,7185,7185,7185,1.3,-200.0,-200.0,159.0,97.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,2.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7186,7186,7186,7186,0.8,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,3.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7187,7187,7187,7187,0.6,-200.0,-200.0,89.0,72.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,4.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7188,7188,7188,7188,0.8,-200.0,-200.0,97.0,71.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,5.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7189,7189,7189,7189,0.9,-200.0,-200.0,182.0,94.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,6.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7190,7190,7190,7190,1.1,-200.0,-200.0,262.0,118.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,7.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7191,7191,7191,7191,3.4,-200.0,-200.0,561.0,174.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,8.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7192,7192,7192,7192,3.6,-200.0,-200.0,540.0,170.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,9.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7193,7193,7193,7193,3.1,-200.0,-200.0,480.0,171.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,10.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7194,7194,7194,7194,3.3,-200.0,-200.0,608.0,196.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,11.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7195,7195,7195,7195,3.4,-200.0,-200.0,584.0,191.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,12.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7196,7196,7196,7196,2.8,-200.0,-200.0,426.0,165.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,13.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7197,7197,7197,7197,2.6,-200.0,-200.0,397.0,148.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,14.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7198,7198,7198,7198,3.0,-200.0,-200.0,473.0,172.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,15.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7199,7199,7199,7199,2.9,-200.0,-200.0,369.0,165.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,16.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7200,7200,7200,7200,3.8,-200.0,-200.0,532.0,184.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,17.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7201,7201,7201,7201,3.8,-200.0,-200.0,498.0,173.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,18.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7202,7202,7202,7202,3.6,-200.0,-200.0,487.0,174.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,19.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7203,7203,7203,7203,4.5,-200.0,-200.0,629.0,181.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,20.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7204,7204,7204,7204,3.7,-200.0,-200.0,502.0,166.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,21.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7205,7205,7205,7205,2.4,-200.0,-200.0,381.0,150.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,22.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7206,7206,7206,7206,1.7,-200.0,-200.0,250.0,131.0,-200.0,-200.0,-200.0,4.0,1.0,2005.0,23.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7207,7207,7207,7207,1.7,-200.0,-200.0,266.0,129.0,-200.0,-200.0,-200.0,5.0,1.0,2005.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0
7208,7208,7208,7208,1.7,-200.0,5.6,226.0,120.0,9.5,69.5,0.8261,5.0,1.0,2005.0,1.0,0.0,0.0,1135.0,792.0,727.0,1170.0,1151.0
7209,7209,7209,7209,1.9,-200.0,8.1,259.0,119.0,9.1,70.9,0.8176,5.0,1.0,2005.0,2.0,0.0,0.0,1188.0,901.0,657.0,1261.0,1185.0
7210,7210,7210,7210,2.0,-200.0,8.5,-200.0,-200.0,8.1,72.1,0.7798,5.0,1.0,2005.0,3.0,0.0,0.0,1242.0,921.0,626.0,1219.0,1374.0
7211,7211,7211,7211,2.0,-200.0,7.7,260.0,111.0,7.9,72.1,0.7679,5.0,1.0,2005.0,4.0,0.0,0.0,1219.0,889.0,649.0,1186.0,1405.0
7212,7212,7212,7212,1.7,-200.0,6.8,242.0,109.0,7.6,72.7,0.7598,5.0,1.0,2005.0,5.0,0.0,0.0,1187.0,850.0,653.0,1169.0,1383.0
7213,7213,7213,7213,1.8,-200.0,8.1,267.0,110.0,7.5,71.7,0.7439,5.0,1.0,2005.0,6.0,0.0,0.0,1225.0,904.0,644.0,1194.0,1460.0
7214,7214,7214,7214,2.2,-200.0,11.1,411.0,126.0,7.9,70.6,0.7562,5.0,1.0,2005.0,7.0,0.0,0.0,1333.0,1019.0,576.0,1275.0,1612.0
7215,7215,7215,7215,3.7,-200.0,16.4,670.0,148.0,8.6,69.0,0.7732,5.0,1.0,2005.0,8.0,0.0,0.0,1489.0,1193.0,497.0,1475.0,1776.0
7216,7216,7216,7216,4.8,-200.0,21.6,830.0,162.0,9.1,67.5,0.7831,5.0,1.0,2005.0,9.0,0.0,0.0,1596.0,1341.0,436.0,1672.0,1991.0
7217,7217,7217,7217,4.8,-200.0,19.3,845.0,173.0,9.8,65.8,0.7967,5.0,1.0,2005.0,10.0,0.0,0.0,1585.0,1277.0,456.0,1567.0,1944.0
7218,7218,7218,7218,5.2,-200.0,22.9,992.0,198.0,11.2,61.9,0.8226,5.0,1.0,2005.0,11.0,0.0,0.0,1674.0,1376.0,438.0,1643.0,2098.0
7219,7219,7219,7219,5.9,-200.0,25.3,1130.0,219.0,12.8,60.1,0.882,5.0,1.0,2005.0,12.0,0.0,0.0,1741.0,1438.0,416.0,1741.0,2159.0
7220,7220,7220,7220,5.9,-200.0,25.2,977.0,206.0,13.4,62.4,0.9513,5.0,1.0,2005.0,13.0,0.0,0.0,1680.0,1434.0,417.0,1790.0,2005.0
7221,7221,7221,7221,3.1,-200.0,13.2,459.0,155.0,14.3,61.2,0.9941,5.0,1.0,2005.0,14.0,0.0,0.0,1295.0,1090.0,553.0,1479.0,1441.0
7222,7222,7222,7222,2.6,-200.0,13.9,346.0,150.0,14.6,59.6,0.9824,5.0,1.0,2005.0,15.0,0.0,0.0,1288.0,1112.0,560.0,1492.0,1380.0
7223,7223,7223,7223,2.8,-200.0,13.8,383.0,148.0,14.2,60.0,0.9684,5.0,1.0,2005.0,16.0,0.0,0.0,1281.0,1111.0,553.0,1483.0,1409.0
7224,7224,7224,7224,2.8,-200.0,13.5,414.0,158.0,13.8,62.6,0.9862,5.0,1.0,2005.0,17.0,0.0,0.0,1310.0,1099.0,559.0,1481.0,1445.0
7225,7225,7225,7225,2.8,-200.0,13.5,370.0,152.0,13.6,64.0,0.9891,5.0,1.0,2005.0,18.0,0.0,0.0,1276.0,1099.0,559.0,1504.0,1388.0
7226,7226,7226,7226,3.1,-200.0,15.0,400.0,148.0,13.4,64.5,0.9865,5.0,1.0,2005.0,19.0,0.0,0.0,1312.0,1148.0,532.0,1525.0,1411.0
7227,7227,7227,7227,3.3,-200.0,14.9,378.0,147.0,13.5,64.7,0.9971,5.0,1.0,2005.0,20.0,0.0,0.0,1332.0,1146.0,539.0,1523.0,1377.0
7228,7228,7228,7228,2.7,-200.0,11.9,357.0,144.0,13.4,65.3,0.9967,5.0,1.0,2005.0,21.0,0.0,0.0,1248.0,1046.0,588.0,1404.0,1316.0
7229,7229,7229,7229,2.3,-200.0,9.2,333.0,144.0,13.2,64.5,0.9732,5.0,1.0,2005.0,22.0,0.0,0.0,1182.0,947.0,643.0,1334.0,1210.0
7230,7230,7230,7230,1.6,-200.0,6.0,227.0,126.0,13.2,62.3,0.9392,5.0,1.0,2005.0,23.0,0.0,0.0,1059.0,810.0,764.0,1200.0,1002.0
7231,7231,7231,7231,1.6,-200.0,5.6,203.0,115.0,12.5,63.7,0.9196,6.0,1.0,2005.0,0.0,0.0,0.0,1056.0,795.0,783.0,1187.0,896.0
7232,7232,7232,7232,1.7,-200.0,5.4,210.0,116.0,12.3,64.6,0.9229,6.0,1.0,2005.0,1.0,0.0,0.0,1064.0,785.0,769.0,1184.0,946.0
7233,7233,7233,7233,1.6,-200.0,5.4,198.0,112.0,12.5,63.8,0.9244,6.0,1.0,2005.0,2.0,0.0,0.0,1059.0,783.0,781.0,1188.0,877.0
7234,7234,7234,7234,1.4,-200.0,3.5,-200.0,-200.0,12.6,62.7,0.9121,6.0,1.0,2005.0,3.0,0.0,0.0,991.0,681.0,874.0,1125.0,718.0
7235,7235,7235,7235,-200.0,-200.0,2.5,89.0,67.0,12.0,64.6,0.906,6.0,1.0,2005.0,4.0,0.0,0.0,950.0,622.0,960.0,1093.0,643.0
7236,7236,7236,7236,0.9,-200.0,3.4,89.0,67.0,10.7,69.5,0.8919,6.0,1.0,2005.0,5.0,0.0,0.0,1005.0,679.0,875.0,1120.0,745.0
7237,7237,7237,7237,0.8,-200.0,1.8,101.0,72.0,12.4,62.6,0.8994,6.0,1.0,2005.0,6.0,0.0,0.0,939.0,568.0,1037.0,1054.0,656.0
7238,7238,7238,7238,0.7,-200.0,2.6,104.0,69.0,12.3,62.7,0.8947,6.0,1.0,2005.0,7.0,0.0,0.0,961.0,629.0,1011.0,1114.0,682.0
7239,7239,7239,7239,1.1,-200.0,4.0,192.0,107.0,11.4,66.6,0.8948,6.0,1.0,2005.0,8.0,0.0,0.0,1017.0,712.0,827.0,1147.0,829.0
7240,7240,7240,7240,1.5,-200.0,6.2,237.0,117.0,11.1,70.2,0.9276,6.0,1.0,2005.0,9.0,0.0,0.0,1108.0,823.0,720.0,1247.0,961.0
7241,7241,7241,7241,1.5,-200.0,5.8,211.0,115.0,13.4,61.0,0.9348,6.0,1.0,2005.0,10.0,0.0,0.0,1122.0,803.0,733.0,1225.0,960.0
7242,7242,7242,7242,1.6,-200.0,6.3,230.0,120.0,15.9,52.2,0.9377,6.0,1.0,2005.0,11.0,0.0,0.0,1099.0,826.0,739.0,1223.0,940.0
7243,7243,7243,7243,1.6,-200.0,5.9,240.0,128.0,15.6,54.0,0.9515,6.0,1.0,2005.0,12.0,0.0,0.0,1124.0,805.0,726.0,1233.0,938.0
7244,7244,7244,7244,2.0,-200.0,8.5,295.0,138.0,16.3,51.5,0.9462,6.0,1.0,2005.0,13.0,0.0,0.0,1186.0,921.0,660.0,1310.0,1040.0
7245,7245,7245,7245,1.7,-200.0,6.2,243.0,127.0,16.5,50.8,0.9442,6.0,1.0,2005.0,14.0,0.0,0.0,1096.0,819.0,733.0,1238.0,904.0
7246,7246,7246,7246,1.5,-200.0,6.4,196.0,111.0,16.3,51.9,0.9535,6.0,1.0,2005.0,15.0,0.0,0.0,1120.0,829.0,725.0,1259.0,910.0
7247,7247,7247,7247,2.0,-200.0,7.9,237.0,122.0,16.2,53.0,0.9687,6.0,1.0,2005.0,16.0,0.0,0.0,1185.0,893.0,666.0,1312.0,1011.0
7248,7248,7248,7248,1.9,-200.0,7.7,274.0,134.0,15.6,54.8,0.966,6.0,1.0,2005.0,17.0,0.0,0.0,1173.0,885.0,685.0,1288.0,1038.0
7249,7249,7249,7249,2.1,-200.0,8.9,352.0,153.0,14.5,57.5,0.944,6.0,1.0,2005.0,18.0,0.0,0.0,1221.0,935.0,642.0,1323.0,1144.0
7250,7250,7250,7250,2.8,-200.0,12.4,488.0,169.0,14.0,60.1,0.9566,6.0,1.0,2005.0,19.0,0.0,0.0,1330.0,1063.0,578.0,1419.0,1352.0
7251,7251,7251,7251,2.7,-200.0,11.3,426.0,162.0,13.5,63.0,0.9686,6.0,1.0,2005.0,20.0,0.0,0.0,1325.0,1027.0,591.0,1394.0,1365.0
7252,7252,7252,7252,2.4,-200.0,8.4,376.0,152.0,12.6,65.4,0.9529,6.0,1.0,2005.0,21.0,0.0,0.0,1195.0,915.0,666.0,1295.0,1245.0
7253,7253,7253,7253,1.6,-200.0,7.3,237.0,127.0,12.0,67.5,0.9413,6.0,1.0,2005.0,22.0,0.0,0.0,1150.0,869.0,694.0,1252.0,1203.0
7254,7254,7254,7254,1.7,-200.0,5.9,199.0,112.0,10.5,72.0,0.912,6.0,1.0,2005.0,23.0,0.0,0.0,1145.0,806.0,736.0,1207.0,1120.0
7255,7255,7255,7255,1.3,-200.0,4.3,164.0,98.0,10.0,70.9,0.8706,7.0,1.0,2005.0,0.0,0.0,0.0,1041.0,729.0,819.0,1130.0,972.0
7256,7256,7256,7256,1.4,-200.0,3.6,142.0,89.0,9.8,70.7,0.8571,7.0,1.0,2005.0,1.0,0.0,0.0,1032.0,687.0,867.0,1109.0,878.0
7257,7257,7257,7257,1.2,-200.0,3.1,142.0,82.0,8.0,75.0,0.8098,7.0,1.0,2005.0,2.0,0.0,0.0,1010.0,661.0,881.0,1100.0,853.0
7258,7258,7258,7258,1.0,-200.0,2.5,-200.0,-200.0,7.9,75.1,0.805,7.0,1.0,2005.0,3.0,0.0,0.0,951.0,620.0,938.0,1077.0,779.0
7259,7259,7259,7259,1.0,-200.0,2.5,127.0,77.0,7.0,77.3,0.7782,7.0,1.0,2005.0,4.0,0.0,0.0,944.0,617.0,944.0,1039.0,766.0
7260,7260,7260,7260,0.6,-200.0,1.4,73.0,55.0,7.2,74.4,0.7581,7.0,1.0,2005.0,5.0,0.0,0.0,862.0,540.0,1110.0,999.0,670.0
7261,7261,7261,7261,0.7,-200.0,1.8,100.0,63.0,6.7,75.0,0.7418,7.0,1.0,2005.0,6.0,0.0,0.0,909.0,567.0,1049.0,993.0,694.0
7262,7262,7262,7262,1.0,-200.0,3.1,126.0,69.0,6.4,76.3,0.7389,7.0,1.0,2005.0,7.0,0.0,0.0,965.0,659.0,973.0,1059.0,739.0
7263,7263,7263,7263,1.7,-200.0,7.6,284.0,99.0,6.0,78.5,0.7377,7.0,1.0,2005.0,8.0,0.0,0.0,1102.0,884.0,719.0,1218.0,940.0
7264,7264,7264,7264,3.0,-200.0,15.3,419.0,125.0,6.3,77.4,0.7452,7.0,1.0,2005.0,9.0,0.0,0.0,1226.0,1157.0,552.0,1464.0,1201.0
7265,7265,7265,7265,2.4,-200.0,9.3,432.0,123.0,7.7,73.8,0.7769,7.0,1.0,2005.0,10.0,0.0,0.0,1132.0,950.0,659.0,1253.0,1106.0
7266,7266,7266,7266,2.2,-200.0,11.0,310.0,128.0,10.2,61.5,0.7638,7.0,1.0,2005.0,11.0,0.0,0.0,1183.0,1013.0,632.0,1306.0,1186.0
7267,7267,7267,7267,2.6,-200.0,10.6,446.0,149.0,11.3,58.1,0.7743,7.0,1.0,2005.0,12.0,0.0,0.0,1211.0,998.0,605.0,1298.0,1302.0
7268,7268,7268,7268,2.5,-200.0,11.4,464.0,137.0,10.6,62.3,0.7981,7.0,1.0,2005.0,13.0,0.0,0.0,1253.0,1030.0,590.0,1351.0,1368.0
7269,7269,7269,7269,3.0,-200.0,13.1,505.0,147.0,11.1,62.0,0.8199,7.0,1.0,2005.0,14.0,0.0,0.0,1311.0,1088.0,563.0,1402.0,1452.0
7270,7270,7270,7270,3.3,-200.0,14.8,564.0,168.0,12.6,57.7,0.8387,7.0,1.0,2005.0,15.0,0.0,0.0,1341.0,1142.0,536.0,1454.0,1537.0
7271,7271,7271,7271,3.8,-200.0,16.5,625.0,180.0,13.3,56.2,0.8548,7.0,1.0,2005.0,16.0,0.0,0.0,1432.0,1195.0,509.0,1513.0,1651.0
7272,7272,7272,7272,3.6,-200.0,16.5,590.0,170.0,11.2,65.3,0.8639,7.0,1.0,2005.0,17.0,0.0,0.0,1404.0,1195.0,499.0,1501.0,1623.0
7273,7273,7273,7273,5.0,-200.0,21.5,712.0,180.0,8.8,74.6,0.8434,7.0,1.0,2005.0,18.0,0.0,0.0,1493.0,1337.0,466.0,1638.0,1742.0
7274,7274,7274,7274,5.7,-200.0,22.2,723.0,178.0,7.2,78.5,0.803,7.0,1.0,2005.0,19.0,0.0,0.0,1478.0,1357.0,473.0,1652.0,1639.0
7275,7275,7275,7275,5.0,-200.0,20.5,707.0,159.0,6.5,80.0,0.7789,7.0,1.0,2005.0,20.0,0.0,0.0,1411.0,1311.0,487.0,1589.0,1537.0
7276,7276,7276,7276,4.8,-200.0,17.7,737.0,156.0,5.8,83.8,0.7768,7.0,1.0,2005.0,21.0,0.0,0.0,1387.0,1231.0,523.0,1487.0,1463.0
7277,7277,7277,7277,3.9,-200.0,15.4,646.0,146.0,5.5,83.5,0.7619,7.0,1.0,2005.0,22.0,0.0,0.0,1306.0,1161.0,557.0,1407.0,1379.0
7278,7278,7278,7278,3.3,-200.0,11.6,536.0,132.0,5.8,81.3,0.7568,7.0,1.0,2005.0,23.0,0.0,0.0,1232.0,1035.0,623.0,1296.0,1256.0
7279,7279,7279,7279,3.4,-200.0,13.0,567.0,137.0,5.4,82.6,0.7495,8.0,1.0,2005.0,0.0,0.0,0.0,1277.0,1085.0,589.0,1329.0,1344.0
7280,7280,7280,7280,2.4,-200.0,6.7,357.0,114.0,6.4,76.3,0.7369,8.0,1.0,2005.0,1.0,0.0,0.0,1063.0,843.0,762.0,1125.0,1089.0
7281,7281,7281,7281,1.4,-200.0,4.6,187.0,95.0,7.0,73.6,0.7417,8.0,1.0,2005.0,2.0,0.0,0.0,991.0,744.0,863.0,1069.0,949.0
7282,7282,7282,7282,1.4,-200.0,3.8,-200.0,-200.0,7.2,72.3,0.7392,8.0,1.0,2005.0,3.0,0.0,0.0,989.0,701.0,871.0,1049.0,933.0
7283,7283,7283,7283,1.2,-200.0,3.4,169.0,88.0,7.9,69.3,0.7413,8.0,1.0,2005.0,4.0,0.0,0.0,972.0,674.0,926.0,1032.0,882.0
7284,7284,7284,7284,1.2,-200.0,3.4,184.0,94.0,7.4,71.7,0.7434,8.0,1.0,2005.0,5.0,0.0,0.0,973.0,675.0,903.0,1029.0,905.0
7285,7285,7285,7285,1.2,-200.0,3.6,205.0,97.0,7.7,71.9,0.7575,8.0,1.0,2005.0,6.0,0.0,0.0,985.0,691.0,878.0,1056.0,902.0
7286,7286,7286,7286,1.3,-200.0,4.5,213.0,93.0,8.1,68.0,0.7396,8.0,1.0,2005.0,7.0,0.0,0.0,1020.0,736.0,854.0,1069.0,923.0
7287,7287,7287,7287,2.3,-200.0,10.0,415.0,113.0,6.7,77.1,0.7597,8.0,1.0,2005.0,8.0,0.0,0.0,1192.0,978.0,638.0,1273.0,1210.0
7288,7288,7288,7288,3.4,-200.0,14.7,583.0,126.0,6.8,77.9,0.7756,8.0,1.0,2005.0,9.0,0.0,0.0,1325.0,1140.0,542.0,1403.0,1468.0
7289,7289,7289,7289,3.0,-200.0,11.3,462.0,133.0,8.9,66.7,0.7634,8.0,1.0,2005.0,10.0,0.0,0.0,1219.0,1026.0,604.0,1311.0,1329.0
7290,7290,7290,7290,2.5,-200.0,10.4,387.0,141.0,11.6,54.1,0.7387,8.0,1.0,2005.0,11.0,0.0,0.0,1195.0,992.0,632.0,1251.0,1295.0
7291,7291,7291,7291,2.7,-200.0,11.2,414.0,139.0,13.5,49.4,0.7598,8.0,1.0,2005.0,12.0,0.0,0.0,1230.0,1020.0,605.0,1301.0,1365.0
7292,7292,7292,7292,2.8,-200.0,13.1,440.0,147.0,13.8,50.9,0.796,8.0,1.0,2005.0,13.0,0.0,0.0,1312.0,1087.0,567.0,1393.0,1452.0
7293,7293,7293,7293,3.6,-200.0,14.3,516.0,175.0,13.4,55.9,0.8588,8.0,1.0,2005.0,14.0,0.0,0.0,1387.0,1127.0,530.0,1430.0,1615.0
7294,7294,7294,7294,3.1,-200.0,12.8,495.0,180.0,12.9,59.0,0.8736,8.0,1.0,2005.0,15.0,0.0,0.0,1375.0,1076.0,555.0,1377.0,1599.0
7295,7295,7295,7295,4.3,-200.0,18.9,643.0,194.0,13.3,59.0,0.8945,8.0,1.0,2005.0,16.0,0.0,0.0,1532.0,1265.0,482.0,1578.0,1777.0
7296,7296,7296,7296,4.6,-200.0,17.9,725.0,192.0,13.0,61.9,0.9224,8.0,1.0,2005.0,17.0,0.0,0.0,1531.0,1235.0,484.0,1541.0,1742.0
7297,7297,7297,7297,4.3,-200.0,16.5,683.0,188.0,12.5,63.6,0.9193,8.0,1.0,2005.0,18.0,0.0,0.0,1479.0,1196.0,498.0,1511.0,1739.0
7298,7298,7298,7298,4.3,-200.0,16.9,681.0,179.0,12.2,65.8,0.931,8.0,1.0,2005.0,19.0,0.0,0.0,1521.0,1208.0,497.0,1549.0,1770.0
7299,7299,7299,7299,5.5,-200.0,22.4,833.0,196.0,12.6,65.2,0.9474,8.0,1.0,2005.0,20.0,0.0,0.0,1616.0,1363.0,442.0,1701.0,1918.0
7300,7300,7300,7300,3.4,-200.0,13.6,514.0,169.0,13.3,63.6,0.9681,8.0,1.0,2005.0,21.0,0.0,0.0,1371.0,1105.0,553.0,1429.0,1581.0
7301,7301,7301,7301,2.4,-200.0,9.1,371.0,151.0,13.5,62.6,0.9644,8.0,1.0,2005.0,22.0,0.0,0.0,1198.0,943.0,647.0,1307.0,1291.0
7302,7302,7302,7302,1.6,-200.0,6.0,213.0,123.0,14.1,59.6,0.9563,8.0,1.0,2005.0,23.0,0.0,0.0,1102.0,813.0,764.0,1204.0,1000.0
